Subject,Catalog #,Type,Title,Facility,Days,Start,End,Building,Room
ASAMST,122,LEC,Japanese Amer Hist,Barrows 155,R,1400,1659,barrows,155
ASAMST,122,DIS,Japanese Amer Hist,Barrows 151,R,1700,1759,barrows,151
ASAMST,124,LEC,Filipino Amer Hist,Barrows 155,TR,930,1059,barrows,155
ASAMST,125,LEC,Issues Of Se Asians,Barrows 151,TR,1400,1529,barrows,151
ASAMST,125,DIS,Issues Of Se Asians,Hearst Gym 242,T,1600,1659,hearstgym,242
ASAMST,128AC,LEC,Muslims In America,Hearst Mining 390,MW,1700,1829,hearstmining,390
ASAMST,128AC,DIS,Muslims In America,Evans 9,M,1400,1459,evans,9
ASAMST,128AC,DIS,Muslims In America,Barrows 136,T,1600,1659,barrows,136
ASAMST,128AC,DIS,Muslims In America,Dwinelle 215,M,1100,1159,dwinelle,215
ASAMST,138,LEC,Topics Asn Pop Cult,Barrows 56,M,1400,1659,barrows,56
ASAMST,141,LEC,Law In Asam Commun,Barrows 56,R,1800,2059,barrows,56
ASAMST,141,DIS,Law In Asam Commun,Barrows 56,R,2100,2159,barrows,56
ASAMST,143AC,SEM,As Am Health,Dwinelle 370,TR,1530,1659,dwinelle,370
ASAMST,165,LEC,Res Method Asian,Giannini 201,R,1700,1959,giannini,201
ASAMST,165,DIS,Res Method Asian,Dwinelle 189,R,2000,2059,dwinelle,189
ASAMST,172,LEC,Asian Amer Lit,Barrows 104,MWF,1200,1259,barrows,104
ASAMST,172,DIS,Asian Amer Lit,Dwinelle 179,R,1900,1959,dwinelle,179
ASIANST,10,LEC,Intro To Asia,Hearst Field Annex A1,TR,1230,1359,hearstfieldannex,A1
ASIANST,10,DIS,Intro To Asia,Barrows 174,M,1300,1359,barrows,174
ASIANST,10,DIS,Intro To Asia,Dwinelle 235,M,1400,1459,dwinelle,235
ASIANST,10,DIS,Intro To Asia,Barker 110,M,1000,1059,barker,110
ASIANST,10,DIS,Intro To Asia,Dwinelle 246,W,1400,1459,dwinelle,246
ASIANST,10,DIS,Intro To Asia,Cory 285,F,800,859,cory,285
ASIANST,10,DIS,Intro To Asia,Dwinelle 179,F,1400,1459,dwinelle,179
ASIANST,150,LEC,Special Topics,Dwinelle 215,MWF,1000,1059,dwinelle,215
ASTRON,7A,LEC,Intro Astrophysics,Campbell Hall 131,TR,1100,1229,campbellhall,131
ASTRON,7A,LAB,Intro Astrophysics,Campbell Hall 121,M,1300,1359,campbellhall,121
ASTRON,7A,LAB,Intro Astrophysics,Campbell Hall 121,F,1100,1159,campbellhall,121
ASTRON,C10,LEC,General Astronomy,Hertz 320,MWF,1500,1559,hertz,320
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,T,1400,1459,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,T,1100,1159,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,T,1300,1359,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,R,1100,1159,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,T,1500,1559,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,W,900,959,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,F,1200,1259,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,R,1300,1359,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,W,1100,1159,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,R,1400,1459,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,F,1400,1459,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,M,1400,1459,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,W,1000,1059,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,T,1600,1659,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,M,1200,1259,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,F,900,959,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,R,1200,1259,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,R,1500,1559,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,M,900,959,campbellhall,121
ASTRON,C10,DIS,General Astronomy,Campbell Hall 121,M,1000,1059,campbellhall,121
ASTRON,C13,LEC,Origins Big Bang,Hearst Mining 390,TR,1400,1529,hearstmining,390
ASTRON,C13,LEC,Origins Big Bang,Hearst Mining 390,TR,1400,1529,hearstmining,390
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,T,1600,1759,valleylifesciences,3007
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,W,1000,1159,valleylifesciences,3007
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,W,1200,1359,valleylifesciences,3007
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,W,1400,1559,valleylifesciences,3007
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,R,900,1059,valleylifesciences,3007
ASTRON,C13,DIS,Origins Big Bang,Valley Life Sciences 3007,R,1100,1259,valleylifesciences,3007
ASTRON,98,GRP,Directed Group Stdy,Campbell Hall 131,MW,1800,1859,campbellhall,131
ASTRON,120,LAB,Opt & Ir Astro Lab,Campbell Hall 541,T,1800,2359,campbellhall,541
ASTRON,160,LEC,Stellar Physics,Campbell Hall 121,TR,930,1059,campbellhall,121
ASTRON,160,DIS,Stellar Physics,Campbell Hall 121,W,1200,1259,campbellhall,121
ASTRON,160,DIS,Stellar Physics,Campbell Hall 121,W,1300,1359,campbellhall,121
BANGLA,101A,SES,Intermed Bengali,Dwinelle 175,F,1200,1259,dwinelle,175
BANGLA,101A,SES,Intermed Bengali,Dwinelle 175,MW,1200,1359,dwinelle,175
BIOENG,10,LEC,Intro/Biomed Engin,Mulford 159,TR,1100,1229,mulford,159
BIOENG,10,DIS,Intro/Biomed Engin,Stanley 179,M,1600,1659,stanley,179
BIOENG,10,DIS,Intro/Biomed Engin,Stanley 179,F,1400,1459,stanley,179
BIOENG,10,DIS,Intro/Biomed Engin,Stanley 179,R,1600,1659,stanley,179
BIOENG,10,DIS,Intro/Biomed Engin,Evans 4,T,1400,1459,evans,4
BIOENG,10,DIS,Intro/Biomed Engin,Evans 6,F,1200,1259,evans,6
BIOENG,24,SEM,Aspects Of Bioeng,Stanley 105,M,1600,1659,stanley,105
BIOENG,100,LEC,Ethics In Sci &,Stanley 106,TR,1230,1359,stanley,106
BIOENG,100,DIS,Ethics In Sci &,Barrows 60,W,1300,1359,barrows,60
BIOENG,100,DIS,Ethics In Sci &,Cory 247,F,1500,1559,cory,247
BIOENG,102,LEC,Biomech Anal & Dsgn,Moffitt Library 101,TR,1700,1829,moffittlibrary,101
BIOENG,102,DIS,Biomech Anal & Dsgn,Barrows 140,M,1100,1159,barrows,140
BIOENG,102,DIS,Biomech Anal & Dsgn,Giannini 141,W,900,959,giannini,141
BIOENG,103,LEC,Engineering Molecul,Hildebrand B51,MWF,1500,1559,hildebrand,B51
BIOENG,114,LEC,Cell Engineering,Moffitt Library 103,TR,1700,1829,moffittlibrary,103
BIOENG,114,DIS,Cell Engineering,Moffitt Library 103,R,1600,1659,moffittlibrary,103
BIOENG,115,LAB,Cell Bio For Eng,Stanley B144,R,1400,1759,stanley,B144
BIOENG,115,LAB,Cell Bio For Eng,Stanley B144,F,1400,1759,stanley,B144
BIOENG,C119,LEC,Orthop Biomech,Etcheverry 3108,TR,930,1059,etcheverry,3108
BIOENG,C119,DIS,Orthop Biomech,Cory 285,W,900,959,cory,285
BIOENG,C119,DIS,Orthop Biomech,Evans 87,M,1000,1059,evans,87
BIOENG,121L,LAB,Biomems Bionano Lab,Stanley 126,TR,1400,1659,stanley,126
BIOENG,121L,LEC,Biomems Bionano Lab,Stanley 177,TR,1300,1359,stanley,177
BIOENG,124,LEC,Basic Prin Drug,Etcheverry 3107,MWF,1300,1359,etcheverry,3107
BIOENG,C125,LEC,Intro To Robotics,Cory 521,TR,930,1059,cory,521
BIOENG,C125,LEC,Intro To Robotics,Cory 521,TR,930,1059,cory,521
BIOENG,C125,LEC,Intro To Robotics,Cory 521,TR,930,1059,cory,521
BIOENG,C125,DIS,Intro To Robotics,Etcheverry 3111,M,900,959,etcheverry,3111
BIOENG,C125,LAB,Intro To Robotics,Cory 119,T,1400,1659,cory,119
BIOENG,C125,DIS,Intro To Robotics,Etcheverry 3111,M,1000,1059,etcheverry,3111
BIOENG,C125,LAB,Intro To Robotics,Cory 119,W,1100,1359,cory,119
BIOENG,C125,LAB,Intro To Robotics,Cory 119,F,1100,1359,cory,119
BIOENG,C125,LAB,Intro To Robotics,Cory 119,W,1400,1659,cory,119
BIOENG,131,LEC,Intro To Comp Mcb,LeConte 251,MWF,1400,1459,leconte,251
BIOENG,131,LAB,Intro To Comp Mcb,Etcheverry 1111,F,1600,1729,etcheverry,1111
BIOENG,131,LAB,Intro To Comp Mcb,Etcheverry 1111,R,1600,1729,etcheverry,1111
BIOENG,131,LAB,Intro To Comp Mcb,Etcheverry 1111,W,1600,1729,etcheverry,1111
BIOENG,147,LEC,Prin Of Syn Bio,Stanley 177,TR,800,929,stanley,177
BIOENG,147,DIS,Prin Of Syn Bio,Dwinelle 229,M,1400,1459,dwinelle,229
BIOENG,148,LEC,Bio Chem Syn Bio,Hearst Mining 310,TR,1530,1659,hearstmining,310
BIOENG,150,LEC,Intro To Bio & Bion,Davis 534,TR,800,929,davis,534
BIOENG,163,LEC,Prin Of Molec & Cel,Hearst Mining 310,TR,1700,1829,hearstmining,310
BIOENG,163,DIS,Prin Of Molec & Cel,Cory 247,W,1400,1459,cory,247
BIOENG,C165,LEC,Med Img Sig & S,Latimer 102,TR,1400,1529,latimer,102
BIOENG,C165,DIS,Med Img Sig & S,Dwinelle 209,W,1600,1659,dwinelle,209
BIOENG,192,LEC,Sr Design Project,Hearst Mining 425,W,1400,1559,hearstmining,425
BIOENG,192,DIS,Sr Design Project,Hearst Mining 425,W,1600,1759,hearstmining,425
BIOLOGY,1A,LEC,General Biology Lec,Evans 10,MWF,800,859,evans,10
BIOLOGY,1A,LEC,General Biology Lec,Evans 10,MWF,800,859,evans,10
BIOLOGY,1A,LEC,General Biology Lec,Evans 10,MWF,800,859,evans,10
BIOLOGY,1A,LEC,General Biology Lec,Evans 10,MWF,800,859,evans,10
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1000,1059,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1100,1159,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Etcheverry 3105,M,1200,1259,etcheverry,3105
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1200,1259,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1300,1359,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1400,1459,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1500,1559,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Dwinelle 205,M,1600,1659,dwinelle,205
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2038,M,1600,1659,valleylifesciences,2038
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,M,1600,1659,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,800,859,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2062,T,800,859,valleylifesciences,2062
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,900,959,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,1000,1059,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,1100,1159,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,1200,1259,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Valley Life Sciences 2113,T,1300,1359,valleylifesciences,2113
BIOLOGY,1A,DIS,General Biology Lec,Dwinelle 259,T,1700,1759,dwinelle,259
BIOLOGY,1AL,LEC,General Biology Lab,Evans 10,M,1700,1829,evans,10
BIOLOGY,1AL,LEC,General Biology Lab,Evans 10,M,1700,1829,evans,10
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,T,930,1229,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,T,930,1229,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,T,1400,1659,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,T,1400,1659,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2113,W,900,1159,valleylifesciences,2113
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,W,900,1159,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,W,900,1159,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2113,W,1400,1659,valleylifesciences,2113
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,W,1400,1659,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,W,1400,1659,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2113,R,930,1229,valleylifesciences,2113
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,R,930,1229,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,R,930,1229,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2113,R,1400,1659,valleylifesciences,2113
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,R,1400,1659,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2113,F,900,1159,valleylifesciences,2113
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,F,900,1159,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,F,900,1159,valleylifesciences,2097
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2095,F,1400,1659,valleylifesciences,2095
BIOLOGY,1AL,LAB,General Biology Lab,Valley Life Sciences 2097,F,1400,1659,valleylifesciences,2097
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LEC,General Biology,Life Sciences Addition 101,MWF,800,859,lifesciencesaddition,101
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,M,900,1259,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,M,1400,1759,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,T,900,1259,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2195,T,1400,1759,valleylifesciences,2195
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2195,T,1400,1759,valleylifesciences,2195
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,W,900,1259,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,W,1400,1759,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,R,900,1259,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2005,R,1400,1759,valleylifesciences,2005
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2007,R,1400,1759,valleylifesciences,2007
BIOLOGY,1B,LAB,General Biology,Valley Life Sciences 2007,R,1400,1759,valleylifesciences,2007
BOSCRSR,27A,LEC,Intro Bos/Croa/Serb,Dwinelle B33B,MWF,1200,1259,dwinelle,B33B
BOSCRSR,117A,LEC,Con Bosn/Croat/Serb,Dwinelle B33B,MWF,900,959,dwinelle,B33B
BUDDSTD,C50,LEC,Intro To Buddhism,Valley Life Sciences 2060,MWF,1500,1559,valleylifesciences,2060
BUDDSTD,C50,DIS,Intro To Buddhism,Evans 6,M,1500,1559,evans,6
BUDDSTD,C50,DIS,Intro To Buddhism,Hearst Gym 242,T,1200,1259,hearstgym,242
BUDDSTD,C50,DIS,Intro To Buddhism,Kroeber 238,T,1400,1459,kroeber,238
BUDDSTD,C114,LEC,Tibetan Buddhism,Barrows 587,TR,1100,1229,barrows,587
BUDDSTD,C120,LEC,Buddhsm-Silk Road,Dwinelle 229,TR,1400,1529,dwinelle,229
BUDDSTD,C140,LEC,Chinese Budd Texts,Dwinelle 258,TR,1530,1659,dwinelle,258
BUDDSTD,150,LEC,Buddhist Art S Asia,Evans 70,MWF,1300,1359,evans,70
BUDDSTD,190,LEC,Topics,Dwinelle 243,MWF,1100,1159,dwinelle,243
BURMESE,1A,LEC,Intro Burmese,Dwinelle 104,F,1600,1659,dwinelle,104
BURMESE,1A,LEC,Intro Burmese,Dwinelle 104,WR,1600,1759,dwinelle,104
CATALAN,102,LEC,Catalan Readings,Evans 4,MWF,1200,1259,evans,4
CELTIC,R1B,LEC,Voices/Celtic World,Dwinelle 187,MWF,1500,1559,dwinelle,187
CELTIC,R1B,LEC,Voices/Celtic World,Dwinelle 130,MWF,1500,1559,dwinelle,130
CELTIC,16,LEC,Intro Modern Welsh,Dwinelle 6307,MW,1600,1729,dwinelle,6307
CELTIC,70,LEC,World Of The Celts,Dwinelle 242,MWF,1400,1459,dwinelle,242
CELTIC,128,LEC,Med Celtic Culture,Barrows 175,MWF,1300,1359,barrows,175
CELTIC,138,LEC,Irish Literature,Dwinelle 6307,MWF,1200,1259,dwinelle,6307
CELTIC,145A,LEC,Intermediate Irish,Dwinelle 6307,TR,1530,1659,dwinelle,6307
CELTIC,168,LEC,Celtic Mythology,Haas Pavilion 141,TR,1400,1529,haaspavilion,141
CHEM,1A,LEC,General Chemistry,Pimentel 1,MWF,900,959,pimentel,1
CHEM,1A,LEC,General Chemistry,Pimentel 1,MWF,1100,1159,pimentel,1
CHEM,1A,LEC,General Chemistry,Pimentel 1,MWF,1300,1359,pimentel,1
CHEM,1A,LEC,General Chemistry,Moffitt Library 145,MWF,1600,1659,moffittlibrary,145
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1000,1059,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1000,1059,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1200,1259,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1200,1259,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1400,1459,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1400,1459,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1500,1559,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1500,1559,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1700,1759,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1700,1759,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,M,1800,1859,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,M,1800,1859,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,T,1300,1359,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,T,1300,1359,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,T,1400,1459,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,T,1400,1459,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,T,1500,1559,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,T,1500,1559,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1700,1759,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,W,1700,1759,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1800,1859,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100F,M,1000,1059,hildebrand,100F
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1000,1059,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,W,1000,1059,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1200,1259,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,W,1200,1259,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1400,1459,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,W,1400,1459,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,W,1500,1559,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,W,1500,1559,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,R,1300,1359,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,R,1300,1359,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,R,1400,1459,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,R,1500,1559,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,R,1500,1559,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,R,1700,1759,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100F,T,1300,1359,hildebrand,100F
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,R,1800,1859,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,R,1800,1859,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,F,1000,1059,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,F,1000,1059,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,F,1200,1259,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,F,1200,1259,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,F,1400,1459,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,F,1400,1459,hildebrand,100E
CHEM,1A,DIS,General Chemistry,Hildebrand 100D,F,1500,1559,hildebrand,100D
CHEM,1A,DIS,General Chemistry,Hildebrand 100E,F,1500,1559,hildebrand,100E
CHEM,1AL,LEC,General Chem Lab,Pimentel 1,M,1600,1659,pimentel,1
CHEM,1AL,LEC,General Chem Lab,Pimentel 1,W,1600,1659,pimentel,1
CHEM,1AL,LEC,General Chem Lab,Pimentel 1,F,1400,1459,pimentel,1
CHEM,1AL,LAB,General Chem Lab,Latimer 220,M,1300,1559,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,M,1300,1559,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 202,M,1800,2059,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 205,M,1300,1559,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,M,1300,1559,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 220,M,1800,2059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,M,1800,2059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,M,1800,2059,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 201,M,1800,2059,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 220,T,800,1059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,T,800,1059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 220,T,1300,1559,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,T,1300,1559,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,T,1300,1559,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,T,1300,1559,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 201,T,1300,1559,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 201,M,1300,1559,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 201,R,1300,1559,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 220,W,800,1059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,W,800,1059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,W,800,1059,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 220,W,1300,1559,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,W,1300,1559,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,W,1300,1559,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,W,1300,1559,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 201,W,1300,1559,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 220,R,800,1059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,R,800,1059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 209,R,1300,1559,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,R,1300,1559,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,R,1300,1559,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 220,R,1800,2059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,R,1800,2059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,R,1800,2059,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,R,1800,2059,latimer,202
CHEM,1AL,LAB,General Chem Lab,Latimer 201,R,1800,2059,latimer,201
CHEM,1AL,LAB,General Chem Lab,Latimer 220,F,800,1059,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,F,800,1059,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 220,F,1300,1559,latimer,220
CHEM,1AL,LAB,General Chem Lab,Latimer 209,F,1300,1559,latimer,209
CHEM,1AL,LAB,General Chem Lab,Latimer 205,F,1300,1559,latimer,205
CHEM,1AL,LAB,General Chem Lab,Latimer 202,F,1300,1559,latimer,202
CHEM,3A,LEC,Chem Struct React,Pimentel 1,TR,800,929,pimentel,1
CHEM,3A,LEC,Chem Struct React,Pimentel 1,TR,1400,1529,pimentel,1
CHEM,3AL,LEC,Organic Chem Lab,Pimentel 1,W,1700,1759,pimentel,1
CHEM,3AL,LEC,Organic Chem Lab,Lewis 100,F,1200,1259,lewis,100
CHEM,3AL,LAB,Organic Chem Lab,Latimer 310,M,900,1259,latimer,310
CHEM,3AL,LAB,Organic Chem Lab,Latimer 322,M,900,1259,latimer,322
CHEM,3AL,LAB,Organic Chem Lab,Latimer 321,M,900,1259,latimer,321
